user_id,message_count,avg_toxicity,max_toxicity,toxic_count,severity_level
001dc38,1,0.9783575424082657,0.9783575424082657,1,VERY_HIGH
b428bb7,1,0.9781265537753886,0.9781265537753886,1,VERY_HIGH
c666e50,1,0.9779660326647744,0.9779660326647744,1,VERY_HIGH
6c39286,1,0.9778127374929941,0.9778127374929941,1,VERY_HIGH
6a91565,1,0.9777072780067677,0.9777072780067677,1,VERY_HIGH
c076150,1,0.9775706616193713,0.9775706616193713,1,VERY_HIGH
6a56494,1,0.9772787032470955,0.9772787032470955,1,VERY_HIGH
Numbers,1,0.9766642683691559,0.9766642683691559,1,VERY_HIGH
OH,1,0.9763239134146805,0.9763239134146805,1,VERY_HIGH
d876f3c,1,0.9757040526548535,0.9757040526548535,1,VERY_HIGH
59d4b7a,1,0.9754177369869135,0.9754177369869135,1,VERY_HIGH
a0b2f29,1,0.9753507187483507,0.9753507187483507,1,VERY_HIGH
93027cb,1,0.9751611636619595,0.9751611636619595,1,VERY_HIGH
6f0e087,1,0.9745681210839612,0.9745681210839612,1,VERY_HIGH
481a4b7,1,0.9741389587780034,0.9741389587780034,1,VERY_HIGH
e059323,1,0.9739172434825651,0.9739172434825651,1,VERY_HIGH
fb0fac2,1,0.9732826789049164,0.9732826789049164,1,VERY_HIGH
f22042e,1,0.9730521640145936,0.9730521640145936,1,VERY_HIGH
ec68a6b,1,0.9715671869890122,0.9715671869890122,1,VERY_HIGH
58040c8,1,0.9706012965084047,0.9706012965084047,1,VERY_HIGH
f410e9f,1,0.9701511101819112,0.9701511101819112,1,VERY_HIGH
d24f6f7,1,0.9693351600740348,0.9693351600740348,1,VERY_HIGH
4b96690,1,0.9691549177941762,0.9691549177941762,1,VERY_HIGH
f90bcb6,1,0.9691439849663541,0.9691439849663541,1,VERY_HIGH
a541456,1,0.9687616828982639,0.9687616828982639,1,VERY_HIGH
1f8b1ed,1,0.967918502095324,0.967918502095324,1,VERY_HIGH
be6785d,1,0.9671787104769843,0.9671787104769843,1,VERY_HIGH
1f76f1a,1,0.9666361738845346,0.9666361738845346,1,VERY_HIGH
56a58de,1,0.9665478842823072,0.9665478842823072,1,VERY_HIGH
c52bef2,1,0.966438385253149,0.966438385253149,1,VERY_HIGH
eac08ca,1,0.9661515325527772,0.9661515325527772,1,VERY_HIGH
Yo i se,1,0.965724295118133,0.965724295118133,1,VERY_HIGH
9877098,1,0.9637803444029416,0.9637803444029416,1,VERY_HIGH
496e505,1,0.9623441166473333,0.9623441166473333,1,VERY_HIGH
4af4333,1,0.9621324829888949,0.9621324829888949,1,VERY_HIGH
f5e6620,1,0.9617965469598704,0.9617965469598704,1,VERY_HIGH
ae7a535,1,0.961124976076463,0.961124976076463,1,VERY_HIGH
042e184,1,0.9603154139607091,0.9603154139607091,1,VERY_HIGH
1b0eaa8,1,0.9602608513088152,0.9602608513088152,1,VERY_HIGH
57f9d99,1,0.9594950594073824,0.9594950594073824,1,VERY_HIGH
LOOOOO,1,0.9594309618809844,0.9594309618809844,1,VERY_HIGH
900885c,1,0.9569151526793449,0.9569151526793449,1,VERY_HIGH
0c954eb,1,0.9544551923929389,0.9544551923929389,1,VERY_HIGH
707bc41,1,0.9529956423741855,0.9529956423741855,1,VERY_HIGH
d98c115,1,0.9524860161788327,0.9524860161788327,1,VERY_HIGH
05c3d3e,1,0.9518759616692418,0.9518759616692418,1,VERY_HIGH
8042fe5,1,0.9483606302408216,0.9483606302408216,1,VERY_HIGH
9f8bb4b,1,0.9476880505499159,0.9476880505499159,1,VERY_HIGH
59d4fee,1,0.9464553961584213,0.9464553961584213,1,VERY_HIGH
c580d59,1,0.9464333037469329,0.9464333037469329,1,VERY_HIGH
0232e2d,1,0.9456459893642649,0.9456459893642649,1,VERY_HIGH
0959d4f,1,0.9426515215884167,0.9426515215884167,1,VERY_HIGH
d5d83d3,1,0.9418616261099323,0.9418616261099323,1,VERY_HIGH
4057d6b,1,0.9415496308518441,0.9415496308518441,1,VERY_HIGH
0aa4f36,1,0.9414413488345797,0.9414413488345797,1,VERY_HIGH
fb91fae,1,0.9412299986299546,0.9412299986299546,1,VERY_HIGH
a68aeff,1,0.9405782552538481,0.9405782552538481,1,VERY_HIGH
fdf17de,1,0.9396699385994964,0.9396699385994964,1,VERY_HIGH
e0dd808,1,0.9393511636472125,0.9393511636472125,1,VERY_HIGH
d8ac8cb,1,0.9387671023566033,0.9387671023566033,1,VERY_HIGH
4fd0fa7,1,0.9386687525519376,0.9386687525519376,1,VERY_HIGH
93753af,1,0.9380501060669912,0.9380501060669912,1,VERY_HIGH
ef1649a,1,0.9379253775554791,0.9379253775554791,1,VERY_HIGH
0beb151,1,0.9375395120224824,0.9375395120224824,1,VERY_HIGH
9a0128e,1,0.9362601189501225,0.9362601189501225,1,VERY_HIGH
90035fe,1,0.9354394397603455,0.9354394397603455,1,VERY_HIGH
50e7599,1,0.9340182337120382,0.9340182337120382,1,VERY_HIGH
018d925,1,0.9319429932479312,0.9319429932479312,1,VERY_HIGH
a604551,1,0.9306945692123793,0.9306945692123793,1,VERY_HIGH
b34e1ce,1,0.9305236613523329,0.9305236613523329,1,VERY_HIGH
189b141,1,0.9297919672927528,0.9297919672927528,1,VERY_HIGH
6844f8c,1,0.9296678261927781,0.9296678261927781,1,VERY_HIGH
dfaa6d6,1,0.9282267358322802,0.9282267358322802,1,VERY_HIGH
029c499,1,0.9274258308096219,0.9274258308096219,1,VERY_HIGH
e319b72,1,0.9268644065445306,0.9268644065445306,1,VERY_HIGH
b8ffe81,1,0.9267071560669367,0.9267071560669367,1,VERY_HIGH
4fbff09,1,0.9262226033162282,0.9262226033162282,1,VERY_HIGH
e94156f,1,0.925847877714319,0.925847877714319,1,VERY_HIGH
8f13a2c,1,0.9256368399924901,0.9256368399924901,1,VERY_HIGH
abe707b,1,0.9255313941237341,0.9255313941237341,1,VERY_HIGH
aad2bbc,1,0.9233478129213966,0.9233478129213966,1,VERY_HIGH
46322fe,1,0.923044590839407,0.923044590839407,1,VERY_HIGH
c53144a,1,0.9224204177694457,0.9224204177694457,1,VERY_HIGH
2fd54fd,1,0.9218891541425259,0.9218891541425259,1,VERY_HIGH
9c31de7,1,0.9208288201070681,0.9208288201070681,1,VERY_HIGH
fe93a53,1,0.9204830241595049,0.9204830241595049,1,VERY_HIGH
2580edf,1,0.9202593822833915,0.9202593822833915,1,VERY_HIGH
8611e7e,1,0.9188006962354682,0.9188006962354682,1,VERY_HIGH
b21adb1,1,0.9185204872753634,0.9185204872753634,1,VERY_HIGH
718d9d6,1,0.9184787033840975,0.9184787033840975,1,VERY_HIGH
79e180c,1,0.9180008590260235,0.9180008590260235,1,VERY_HIGH
56b2c5a,1,0.9162879489799123,0.9162879489799123,1,VERY_HIGH
Hey Gaa,1,0.9156530735198143,0.9156530735198143,1,VERY_HIGH
f1a2be3,1,0.9145903820714122,0.9145903820714122,1,VERY_HIGH
8d0c220,1,0.9145248040319033,0.9145248040319033,1,VERY_HIGH
faad25e,1,0.9144638518172051,0.9144638518172051,1,VERY_HIGH
c135998,1,0.9136406242491277,0.9136406242491277,1,VERY_HIGH
7b1f0d6,1,0.9127735820609347,0.9127735820609347,1,VERY_HIGH
bfa1177,1,0.9126080956933877,0.9126080956933877,1,VERY_HIGH
6bac88c,1,0.9119567762315527,0.9119567762315527,1,VERY_HIGH
caa3b24,1,0.9119057210933483,0.9119057210933483,1,VERY_HIGH
941cd5b,1,0.9106150654441081,0.9106150654441081,1,VERY_HIGH
aefeb10,1,0.9096184903355062,0.9096184903355062,1,VERY_HIGH
ccbbc77,1,0.908864222794307,0.908864222794307,1,VERY_HIGH
3c7ba98,1,0.9084946188243738,0.9084946188243738,1,VERY_HIGH
62c0c98,1,0.9082616338976249,0.9082616338976249,1,VERY_HIGH
62033dc,1,0.9050559755377037,0.9050559755377037,1,VERY_HIGH
e1aced0,1,0.9048396912092782,0.9048396912092782,1,VERY_HIGH
6227d86,1,0.9046496763453984,0.9046496763453984,1,VERY_HIGH
4b4d182,1,0.9043225299037569,0.9043225299037569,1,VERY_HIGH
Tizoc i,1,0.9027969570489688,0.9027969570489688,1,VERY_HIGH
7850d1d,1,0.9018660790181624,0.9018660790181624,1,VERY_HIGH
5b4b6e7,1,0.9003088617607223,0.9003088617607223,1,VERY_HIGH
1037481,1,0.8988051897200425,0.8988051897200425,1,HIGH
a2ee8bc,1,0.898240542700902,0.898240542700902,1,HIGH
e4565ad,1,0.8972439071307902,0.8972439071307902,1,HIGH
12a3fef,1,0.8962387226336627,0.8962387226336627,1,HIGH
11cdd8d,1,0.8955463339631836,0.8955463339631836,1,HIGH
5207b64,1,0.8945579160233922,0.8945579160233922,1,HIGH
fc7b5a2,1,0.8936260301304605,0.8936260301304605,1,HIGH
2e91537,1,0.8934543416725692,0.8934543416725692,1,HIGH
a34aba1,1,0.8921153158018379,0.8921153158018379,1,HIGH
c3cea5c,1,0.8920216627435028,0.8920216627435028,1,HIGH
09588ff,1,0.8918391338474496,0.8918391338474496,1,HIGH
38fb2d9,1,0.8915033955031543,0.8915033955031543,1,HIGH
da67c39,1,0.8910667275580505,0.8910667275580505,1,HIGH
955cfd1,1,0.8905187370786353,0.8905187370786353,1,HIGH
4c97efc,1,0.889883008254608,0.889883008254608,1,HIGH
b2e43e9,1,0.8892007102573909,0.8892007102573909,1,HIGH
e83a4bb,1,0.8890564621785337,0.8890564621785337,1,HIGH
dd971e6,1,0.8882828996166644,0.8882828996166644,1,HIGH
3021208,1,0.8876138680279021,0.8876138680279021,1,HIGH
0a8ff5b,1,0.8867510457279859,0.8867510457279859,1,HIGH
131da36,1,0.8867313419572935,0.8867313419572935,1,HIGH
43f4293,1,0.8858621481662184,0.8858621481662184,1,HIGH
6cfc572,1,0.8858463355745358,0.8858463355745358,1,HIGH
83d6b07,1,0.8849746074549995,0.8849746074549995,1,HIGH
df1d4de,1,0.8849461870501975,0.8849461870501975,1,HIGH
4ecf831,1,0.8842227034702079,0.8842227034702079,1,HIGH
3141339,1,0.8813054462585763,0.8813054462585763,1,HIGH
8d20e37,1,0.8813052413025965,0.8813052413025965,1,HIGH
f68785e,1,0.8808366904677163,0.8808366904677163,1,HIGH
9d42e34,1,0.880527683868255,0.880527683868255,1,HIGH
6a2e297,1,0.8791545698903389,0.8791545698903389,1,HIGH
bea1f73,1,0.8774862993958286,0.8774862993958286,1,HIGH
3745221,1,0.8758732654148143,0.8758732654148143,1,HIGH
bons mo,1,0.8749025390063183,0.8749025390063183,1,HIGH
5fabed3,1,0.8741451116590737,0.8741451116590737,1,HIGH
eaf423f,1,0.8728681154007304,0.8728681154007304,1,HIGH
b523c67,1,0.872614428270606,0.872614428270606,1,HIGH
3399bc5,1,0.8721071158672149,0.8721071158672149,1,HIGH
005d4e5,1,0.8703708991789402,0.8703708991789402,1,HIGH
0a85b5e,1,0.8703198470927413,0.8703198470927413,1,HIGH
dab4ac3,1,0.8702721285667413,0.8702721285667413,1,HIGH
9b196b2,1,0.8697462922893083,0.8697462922893083,1,HIGH
728322b,1,0.8693529796432948,0.8693529796432948,1,HIGH
f6b96f9,1,0.8670043205877882,0.8670043205877882,1,HIGH
34f8351,1,0.8662991160153819,0.8662991160153819,1,HIGH
e285bfb,1,0.8624291329718438,0.8624291329718438,1,HIGH
2051aa4,1,0.8623569903837728,0.8623569903837728,1,HIGH
WOW! Ma,1,0.8623260002634784,0.8623260002634784,1,HIGH
e6fdbc7,1,0.8618313681169826,0.8618313681169826,1,HIGH
5a608ef,1,0.861323206579746,0.861323206579746,1,HIGH
7c496f6,1,0.8574921488611742,0.8574921488611742,1,HIGH
5d3f99d,1,0.8559792052628487,0.8559792052628487,1,HIGH
8d50923,1,0.8556375715582221,0.8556375715582221,1,HIGH
1ccdbfd,1,0.8554835778399567,0.8554835778399567,1,HIGH
eb78724,1,0.8553341467921769,0.8553341467921769,1,HIGH
3d5d6d4,1,0.8538751635207555,0.8538751635207555,1,HIGH
77702c0,1,0.8532489882691743,0.8532489882691743,1,HIGH
73a8a59,1,0.8529411138314531,0.8529411138314531,1,HIGH
aae40d0,1,0.8521712928553683,0.8521712928553683,1,HIGH
ebc35bd,1,0.8517000062897953,0.8517000062897953,1,HIGH
4728162,1,0.8511922132901234,0.8511922132901234,1,HIGH
f887b58,1,0.8506896524322556,0.8506896524322556,1,HIGH
ad0dcb8,1,0.849811528341218,0.849811528341218,1,HIGH
261e861,1,0.8491734051073316,0.8491734051073316,1,HIGH
542d193,1,0.8488516270131047,0.8488516270131047,1,HIGH
aea54e8,1,0.8483686008233033,0.8483686008233033,1,HIGH
3792ba3,1,0.8480248938204982,0.8480248938204982,1,HIGH
f70d136,1,0.8474398543455332,0.8474398543455332,1,HIGH
75c05f7,1,0.8463244942218079,0.8463244942218079,1,HIGH
1660b0e,1,0.8446865463312958,0.8446865463312958,1,HIGH
Yo dud,1,0.844202916577502,0.844202916577502,1,HIGH
2717bfb,1,0.8427018274848803,0.8427018274848803,1,HIGH
46c78c8,1,0.8387700836991351,0.8387700836991351,1,HIGH
5a4bfde,1,0.8386928222886991,0.8386928222886991,1,HIGH
f8c1037,1,0.8378105466458344,0.8378105466458344,1,HIGH
fc3efa2,1,0.8375177300335209,0.8375177300335209,1,HIGH
76d11f4,1,0.8369245086387528,0.8369245086387528,1,HIGH
I HOPE,1,0.8337448616387552,0.8337448616387552,1,HIGH
99348ad,1,0.8336990358704215,0.8336990358704215,1,HIGH
314e9a8,1,0.8318508921917975,0.8318508921917975,1,HIGH
6eb34dc,1,0.8310411747018828,0.8310411747018828,1,HIGH
8fa1979,1,0.8298872221426424,0.8298872221426424,1,HIGH
a63e9ea,1,0.8298550534746618,0.8298550534746618,1,HIGH
26e8db1,1,0.8290376292019659,0.8290376292019659,1,HIGH
I'm gu,1,0.8286299777456991,0.8286299777456991,1,HIGH
65fd454,1,0.827025240282708,0.827025240282708,1,HIGH
9786c30,1,0.8267339796416334,0.8267339796416334,1,HIGH
YOU DU,1,0.8265785353395297,0.8265785353395297,1,HIGH
a68341b,1,0.825413807316484,0.825413807316484,1,HIGH
1e5289c,1,0.8233618300751674,0.8233618300751674,1,HIGH
e694ade,1,0.8222319763510489,0.8222319763510489,1,HIGH
cee3710,1,0.82211264811389,0.82211264811389,1,HIGH
de26234,1,0.8219904777831124,0.8219904777831124,1,HIGH
kyuubi,1,0.8217632351354834,0.8217632351354834,1,HIGH
daa5785,1,0.8211304259388109,0.8211304259388109,1,HIGH
9f42c63,1,0.8209649508301309,0.8209649508301309,1,HIGH
6ce27c3,1,0.8207208511819005,0.8207208511819005,1,HIGH
03d425c,1,0.8203406576176272,0.8203406576176272,1,HIGH
bfb2eda,1,0.8199412591925113,0.8199412591925113,1,HIGH
c3bc76b,1,0.8187432621120713,0.8187432621120713,1,HIGH
19f1258,1,0.8169431338978035,0.8169431338978035,1,HIGH
Nub ca,1,0.8150101187932058,0.8150101187932058,1,HIGH
f7aa86a,1,0.8145147054169556,0.8145147054169556,1,HIGH
ec3c29d,1,0.812420362601651,0.812420362601651,1,HIGH
84922f6,1,0.8117926709492866,0.8117926709492866,1,HIGH
59807e0,1,0.8114463002958548,0.8114463002958548,1,HIGH
33535f0,1,0.8111007012709887,0.8111007012709887,1,HIGH
6292359,1,0.8103346942794949,0.8103346942794949,1,HIGH
00cce39,1,0.8069685749733768,0.8069685749733768,1,HIGH
d7aaabf,1,0.8039428507049771,0.8039428507049771,1,HIGH
8d62638,1,0.8036393339355538,0.8036393339355538,1,HIGH
66e6bf6,1,0.8029803220146801,0.8029803220146801,1,HIGH
04fdd2d,1,0.8015285652364308,0.8015285652364308,1,HIGH
::Ok l,1,0.8015057956047573,0.8015057956047573,1,HIGH
fc84b52,1,0.8008981130131262,0.8008981130131262,1,HIGH
a9f328c,1,0.7994057087502946,0.7994057087502946,1,HIGH
8335bee,1,0.7992082956195627,0.7992082956195627,1,HIGH
92f020c,1,0.7985087894505567,0.7985087894505567,1,HIGH
0108e1b,1,0.7976245436318778,0.7976245436318778,1,HIGH
5d936c2,1,0.797469914598268,0.797469914598268,1,HIGH
d8079d5,1,0.7973210400452476,0.7973210400452476,1,HIGH
e803529,1,0.7972285132428312,0.7972285132428312,1,HIGH
9c3397a,1,0.7966179788545245,0.7966179788545245,1,HIGH
99c2e06,1,0.796497126478509,0.796497126478509,1,HIGH
0b0756d,1,0.7963511345211264,0.7963511345211264,1,HIGH
Advanc,1,0.7961274066869299,0.7961274066869299,1,HIGH
b0a8141,1,0.795683101079112,0.795683101079112,1,HIGH
74b1fae,1,0.7948581310600669,0.7948581310600669,1,HIGH
9b0c561,1,0.7941071962703073,0.7941071962703073,1,HIGH
12a9916,1,0.7917883897747651,0.7917883897747651,1,HIGH
f1cd360,1,0.7909084691419053,0.7909084691419053,1,HIGH
ceec9ca,1,0.7906608519656713,0.7906608519656713,1,HIGH
98b40f3,1,0.790588725529715,0.790588725529715,1,HIGH
c9ee252,1,0.790176688585444,0.790176688585444,1,HIGH
ae54aa3,1,0.7900710934414006,0.7900710934414006,1,HIGH
a05bff9,1,0.7892440294384082,0.7892440294384082,1,HIGH
646fd59,1,0.7886564084558736,0.7886564084558736,1,HIGH
daea516,1,0.7885544646457704,0.7885544646457704,1,HIGH
48cbd9b,1,0.7870522010708716,0.7870522010708716,1,HIGH
f5379a1,1,0.786050945855825,0.786050945855825,1,HIGH
22d5fec,1,0.7820439142301852,0.7820439142301852,1,HIGH
f44ae2d,1,0.7804500025926923,0.7804500025926923,1,HIGH
62eb40e,1,0.780196391483614,0.780196391483614,1,HIGH
f24b63e,1,0.7790105543473641,0.7790105543473641,1,HIGH
Answere,1,0.7788849978162833,0.7788849978162833,1,HIGH
2ca983b,1,0.776929993739303,0.776929993739303,1,HIGH
a527055,1,0.7764562208684022,0.7764562208684022,1,HIGH
7c7d2be,1,0.7758615296674252,0.7758615296674252,1,HIGH
89ecde9,1,0.7749587550925403,0.7749587550925403,1,HIGH
f91e92d,1,0.7728433578196298,0.7728433578196298,1,HIGH
5cd2e60,1,0.7725682777935103,0.7725682777935103,1,HIGH
67f90aa,1,0.7722910035134483,0.7722910035134483,1,HIGH
13a93d9,1,0.7721102177324299,0.7721102177324299,1,HIGH
c7e7b70,1,0.7715202101690795,0.7715202101690795,1,HIGH
67b1530,1,0.7711029217187728,0.7711029217187728,1,HIGH
Lets pu,1,0.770993896414333,0.770993896414333,1,HIGH
9310ad2,1,0.7697302419105836,0.7697302419105836,1,HIGH
297074a,1,0.769541719595934,0.769541719595934,1,HIGH
8bf9073,1,0.7680893194022335,0.7680893194022335,1,HIGH
a9a6e0f,1,0.7673933046982567,0.7673933046982567,1,HIGH
72549c4,1,0.7672272753980974,0.7672272753980974,1,HIGH
03d8ff4,1,0.7636144844965129,0.7636144844965129,1,HIGH
Dude i,1,0.7625824335831155,0.7625824335831155,1,HIGH
e460562,1,0.7606961611868066,0.7606961611868066,1,HIGH
and whe,1,0.7606278722695796,0.7606278722695796,1,HIGH
6e1bdf5,1,0.759970055211995,0.759970055211995,1,HIGH
a722c51,1,0.7577558631662165,0.7577558631662165,1,HIGH
